player_name,player_id,rank,change_type,pitch_type,estimated_usage_delta,predicted_outcome,predicted_change,n_historical_events,confidence_tier,method,fallback_values_used,exceeds_historical_precedent,is_high_usage_drop
"Hill, Rich",448179,8,SWAP,ST -> CH,,0.3350287893410213,-0.0559712106589787,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Hill, Rich",448179,9,USAGE_DECREASE,FF,-12.64,0.33540026302947057,-0.055599736970529445,480.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Hill, Rich",448179,10,USAGE_DECREASE,SI,-11.529999999999998,0.337268436928538,-0.05373156307146204,212.0,Strong evidence,weighted_regression,none,False,
"Hill, Rich",448179,11,ADD,CH,5.83,0.338983016533465,-0.052016983466534994,95.0,Moderate evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Hill, Rich",448179,12,DROP,SI,-6.43,0.3407543677231163,-0.05024563227688372,63.0,Moderate evidence,weighted_regression,none,False,
"Hill, Rich",448179,13,USAGE_INCREASE,SI,12.099999999999998,0.3409267425588574,-0.050073257441142605,192.0,Strong evidence,weighted_regression,none,False,
"Hill, Rich",448179,14,USAGE_INCREASE,FF,11.38,0.3438059470620297,-0.0471940529379703,181.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Hill, Rich",448179,15,NO_CHANGE,(none),0.0,0.3447513503561311,-0.04624864964386893,,n/a,no_change_baseline,none,,
"Hill, Rich",448179,16,USAGE_DECREASE,ST,-12.65,0.34566454168966454,-0.045335458310335475,80.0,Moderate evidence,weighted_regression,none,False,
"Hill, Rich",448179,17,USAGE_INCREASE,FC,10.78,0.3457591167569945,-0.045240883243005514,90.0,Moderate evidence,weighted_regression,none,False,
"Hill, Rich",448179,18,ADD,SL,9.75,0.34623402507974277,-0.044765974920257245,116.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Hill, Rich",448179,19,DROP,CU,-34.5,0.34969868135390186,-0.04130131864609815,72.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Hill, Rich",448179,20,USAGE_DECREASE,FC,-11.87,0.3526164055742549,-0.03838359442574513,102.0,Moderate evidence,weighted_regression,none,False,
"Hill, Rich",448179,21,USAGE_DECREASE,CU,-10.759999999999998,0.36116168543210825,-0.029838314567891766,60.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Hill, Rich",448179,22,USAGE_INCREASE,CU,9.740000000000002,0.37071102094693453,-0.02028897905306548,41.0,Limited evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,1,ADD,FS,11.170000000000002,0.30916209060967076,-0.02383790939032926,40.0,Limited evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Morton, Charlie",450203,2,DROP,FC,-9.11,0.3116382521574048,-0.021361747842595202,66.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,3,SWAP,CU -> FS,,0.3145026828964882,-0.018497317103511823,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Morton, Charlie",450203,4,SWAP,CU -> SL,,0.3167612384271044,-0.01623876157289561,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Morton, Charlie",450203,5,ADD,SL,10.06,0.3201236169777369,-0.012876383022263127,116.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Morton, Charlie",450203,6,DROP,CU,-38.3,0.32120198880529927,-0.011798011194700753,72.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,7,USAGE_DECREASE,FF,-12.72,0.3212509077769657,-0.01174909222303433,480.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,8,USAGE_INCREASE,SI,12.229999999999997,0.3218435093761739,-0.01115649062382612,149.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,9,ADD,ST,13.77,0.3222112563891196,-0.010788743610880391,124.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Morton, Charlie",450203,10,SWAP,FC -> FS,,0.32376848845706774,-0.00923151154293228,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Morton, Charlie",450203,11,SWAP,FC -> SL,,0.32395508456489946,-0.009044915435100553,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Morton, Charlie",450203,12,DROP,CH,-9.93,0.3249004149019424,-0.008099585098057638,92.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,13,USAGE_DECREASE,SI,-11.529999999999998,0.3256193816699582,-0.007380618330041833,209.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,14,USAGE_INCREASE,CH,10.830000000000002,0.32617839002558163,-0.006821609974418386,79.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,15,USAGE_INCREASE,FC,10.65,0.32675220804182215,-0.006247791958177873,71.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,16,USAGE_INCREASE,CU,9.740000000000002,0.3271431943155884,-0.005856805684411603,41.0,Limited evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,17,USAGE_DECREASE,CH,-10.409999999999998,0.32742217689753866,-0.0055778231024613545,77.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,18,USAGE_INCREASE,FF,11.48,0.32878841365962147,-0.004211586340378548,181.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,19,USAGE_DECREASE,FC,-11.87,0.3311342181377587,-0.0018657818622413447,99.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,20,NO_CHANGE,(none),0.0,0.3315270610068827,-0.0014729389931173453,,n/a,no_change_baseline,none,,
"Morton, Charlie",450203,21,USAGE_DECREASE,CU,-10.759999999999998,0.3339415894089546,0.0009415894089545573,60.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Morton, Charlie",450203,22,DROP,SI,-15.11,0.3450165916764204,0.012016591676420385,63.0,Moderate evidence,weighted_regression,none,False,
"Scherzer, Max",453286,1,ADD,FS,11.170000000000002,0.3086376221278367,-0.02336237787216333,40.0,Limited evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Scherzer, Max",453286,2,USAGE_INCREASE,SL,11.88,0.31417216878488513,-0.017827831215114887,176.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,3,DROP,CU,-12.65,0.3189025587140027,-0.013097441285997324,72.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,4,DROP,CH,-14.37,0.31900822137764817,-0.012991778622351846,92.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,5,ADD,ST,13.49,0.31904073706385827,-0.012959262936141747,124.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Scherzer, Max",453286,6,DROP,SL,-22.91,0.32048672345284196,-0.011513276547158058,104.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,7,USAGE_DECREASE,FF,-12.759999999999998,0.32098559576438,-0.011014404235620001,480.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,8,ADD,SI,10.31,0.3219600070169463,-0.010039992983053692,159.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Scherzer, Max",453286,9,SWAP,CH -> FS,,0.3224750469867462,-0.00952495301325379,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Scherzer, Max",453286,10,SWAP,CU -> ST,,0.3226243901405144,-0.0093756098594856,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Scherzer, Max",453286,11,SWAP,CH -> ST,,0.32264404839264965,-0.009355951607350366,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Scherzer, Max",453286,12,SWAP,CU -> FS,,0.3231982198236138,-0.00880178017638622,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Scherzer, Max",453286,13,USAGE_DECREASE,CH,-10.409999999999998,0.32358668701877874,-0.008413312981221277,77.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,14,ADD,FC,12.010000000000002,0.3241934182918961,-0.0078065817081039435,136.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Scherzer, Max",453286,15,USAGE_DECREASE,SL,-11.36,0.32502186116648274,-0.006978138833517278,203.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,16,USAGE_INCREASE,CH,10.670000000000002,0.32571233411010647,-0.006287665889893546,79.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,17,USAGE_INCREASE,FF,11.38,0.32680973229863647,-0.005190267701363549,181.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,18,NO_CHANGE,(none),0.0,0.33111549636453375,-0.0008845036354662716,,n/a,no_change_baseline,none,,
"Scherzer, Max",453286,19,USAGE_DECREASE,CU,-10.7,0.33164461195217115,-0.000355388047828864,60.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Scherzer, Max",453286,20,USAGE_INCREASE,CU,9.740000000000002,0.33271190820741037,0.00071190820741035,41.0,Limited evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,1,DROP,FC,-38.0,0.28304281204270354,-0.01895718795729645,66.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,2,ADD,SL,9.67,0.3074808671513021,0.005480867151302082,116.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Martin, Chris",455119,3,SWAP,FC -> ST,,0.30874140911945325,0.006741409119453257,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Martin, Chris",455119,4,USAGE_INCREASE,SI,12.73,0.3093043468811862,0.007304346881186197,149.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,5,SWAP,FC -> SL,,0.3096703446871622,0.007670344687162212,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Martin, Chris",455119,6,USAGE_INCREASE,FC,10.78,0.31182036109038036,0.00982036109038037,71.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,7,USAGE_DECREASE,FF,-12.72,0.3122606315707001,0.010260631570700118,480.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,8,ADD,ST,13.77,0.3130522033317968,0.011052203331796795,124.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Martin, Chris",455119,9,ADD,CU,6.449999999999999,0.31394327628289814,0.011943276282898152,63.0,Moderate evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Martin, Chris",455119,10,USAGE_INCREASE,FF,11.76,0.3171369829527731,0.015136982952773104,181.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,11,USAGE_DECREASE,FC,-11.839999999999998,0.3173474291950533,0.01534742919505333,99.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,12,SWAP,SI -> SL,,0.31885262258105534,0.016852622581055354,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Martin, Chris",455119,13,SWAP,SI -> ST,,0.3188847851227256,0.01688478512272562,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Martin, Chris",455119,14,ADD,CH,5.85,0.3203250462950054,0.01832504629500542,95.0,Moderate evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Martin, Chris",455119,15,USAGE_DECREASE,SI,-11.59,0.32243351371422363,0.02043351371422364,209.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Martin, Chris",455119,16,NO_CHANGE,(none),0.0,0.3235153435548833,0.021515343554883326,,n/a,no_change_baseline,none,,
"Martin, Chris",455119,17,DROP,SI,-13.37,0.3327584105097941,0.03075841050979411,63.0,Moderate evidence,weighted_regression,none,False,
"Wilson, Justin",458677,1,DROP,SL,-33.49,0.3015905446523565,0.005590544652356533,104.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,2,USAGE_INCREASE,SL,11.65,0.30199662721122716,0.005996627211227179,176.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,3,DROP,FC,-15.14,0.3056207877109731,0.009620787710973133,66.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,4,USAGE_INCREASE,FC,10.829999999999998,0.30665323905062447,0.010653239050624486,71.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,5,SWAP,SL -> ST,,0.3069570067954066,0.01095700679540662,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Wilson, Justin",458677,6,ADD,CH,5.93,0.30777327409000044,0.011773274090000452,95.0,Moderate evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Wilson, Justin",458677,7,ADD,ST,13.77,0.3079821204909854,0.011982120490985404,124.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Wilson, Justin",458677,8,ADD,SI,10.33,0.30913787823074024,0.013137878230740252,159.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Wilson, Justin",458677,9,SWAP,SL -> CH,,0.3097322298773631,0.013732229877363111,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Wilson, Justin",458677,10,USAGE_INCREASE,FF,11.48,0.31021737226520096,0.014217372265200978,181.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,11,USAGE_DECREASE,FF,-12.759999999999998,0.3106599592309928,0.014659959230992836,480.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,12,USAGE_DECREASE,SL,-11.21,0.31344832429914865,0.017448324299148665,203.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,13,USAGE_DECREASE,FC,-11.87,0.3134648473511408,0.01746484735114079,99.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Wilson, Justin",458677,14,ADD,CU,6.5200000000000005,0.31492326921083036,0.018923269210830373,63.0,Moderate evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Wilson, Justin",458677,15,SWAP,FC -> ST,,0.3161921004121812,0.020192100412181224,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Wilson, Justin",458677,16,SWAP,FC -> CH,,0.3162632195098866,0.020263219509886632,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Wilson, Justin",458677,17,NO_CHANGE,(none),0.0,0.32228622378398397,0.026286223783983986,,n/a,no_change_baseline,none,,
"Carrasco, Carlos",471911,1,USAGE_INCREASE,SL,11.770000000000003,0.32082350164491874,-0.03317649835508124,176.0,Strong evidence,weighted_regression_with_stage1_all_types,none,False,
"Carrasco, Carlos",471911,2,ADD,FS,11.32,0.3212766743759779,-0.03272332562402208,40.0,Limited evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
"Carrasco, Carlos",471911,3,SWAP,SL -> ST,,0.32142160706797324,-0.032578392932026745,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Carrasco, Carlos",471911,4,DROP,SL,-22.43,0.3216061602761521,-0.032393839723847906,104.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Carrasco, Carlos",471911,5,SWAP,SL -> FS,,0.3222978574902736,-0.03170214250972636,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Carrasco, Carlos",471911,6,SWAP,CH -> ST,,0.3223269660953711,-0.03167303390462889,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Carrasco, Carlos",471911,7,SWAP,CH -> FS,,0.3223697950067603,-0.03163020499323971,454.0,Strong evidence,swap_similarity_weighted_regression,none,False,
"Carrasco, Carlos",471911,8,DROP,CH,-23.08,0.3236154058252445,-0.030384594174755475,92.0,Moderate evidence,weighted_regression_with_stage1_all_types,none,False,
"Carrasco, Carlos",471911,9,ADD,ST,13.55,0.3249814705037295,-0.029018529496270484,124.0,Strong evidence,weighted_regression_with_stage1_all_types,"distance (historical median), synergy (historical median)",False,
